tweet,likes,retweet_count,state,state_code,ORIGIN,polarity,subjectivity
" Yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaay!!!!! Joy to the world!!!!!!! Yipppeeee!!!!! Bye Kayleigh. Twitter does not like it. Blame the dems if you want but America sees through you. #demcast #oneV1 #bluedot #VoteThemAllOut #EnoughisEnough #BidenHarrisToSaveAmerica #Biden https://t.co/si7XCLsk79",12.0,9.0,New York,NY,biden_csv,,,
Joe #Biden is proud of his kids  unlike #DumbassDonald who beat his one child while in College in front of his friends... #BidenHarris2020 #BidenHarris,0.0,0.0,Pennsylvania,PA,biden_csv,,,
I’ll be watching #JoeBiden https://t.co/xVYAC9bpxb,0.0,0.0,North Carolina,NC,biden_csv,,,
It is clear from the #HunterBiden emails that #JoeBiden is a clearly corrupt liar  but we already knew that... In the past Joe Biden has clearly stated he never met with any Burisma Executives  yet he did  clearly in order to enrich Hunter Biden,1.0,0.0,Arizona,AZ,biden_csv,,,
"#JoeBiden doesnt have to plead innocent in the #HunterBidenEmails scandal. He has the #MSM to do that.",0.0,0.0,Alabama,AL,biden_csv,,,
If #JoeBiden isnt corrupt hes... a liar... or clueless... either way  hes unqualified to be president. #HunterBidenEmails #HunterBiden,11.0,4.0,Arizona,AZ,biden_csv,,,
VOTE!!! #voteblue #bidenharris2020 #joebiden #bidenharris2020 #kamalaharris #lovemycountry #bluewave #patrioticmannaquin #sananselmo #marincounty #california Sorich Ranch Park https://t.co/qEMq0Jwo0D,0.0,0.0,California,CA,biden_csv,,,
"#WheresHunter #HunterBidenEmails #JoeBiden #Election2020 https://t.co/AjBmDEwZMe",0.0,0.0,West Virginia,WV,biden_csv,,,
They keep removing this video from YouTube. https://t.co/3NTpLpPS6s Biden quid pro quo. #JoeBiden #QuidProQuo #QuidProQuoJoe,0.0,0.0,California,CA,biden_csv,,,
"#McEnany shared a NYP report alleging #HunterBiden &amp; #JoeBiden met with a top executive of the Ukrainian gas company Burisma in 2015.? …and that’s why McEnany account has been locked? The Social Platforms become crazy! https://t.co/kIngcDdocB",0.0,0.0,New York,NY,biden_csv,,,
"#HunterBiden was selling #JoeBiden #HunterBidenEmails #DemocratsAreDestroyingAmerica",0.0,0.0,Illinois,IL,biden_csv,,,
" I LOVE LOVE LOVE IT! You have so much history and  now  the future! Music is wonderful. A romantic #AMERICA with President #Biden and Vice-President #Harris. #VoteEarly",7.0,0.0,New York,NY,biden_csv,,,
" you have crossed the threshold by banning the #biden story. We need our political leaders to shut down big tech misinformation and political manipulation #censorship #twittertechcensors. #lockthemup",0.0,0.0,Florida,FL,biden_csv,,,
HOW? In gods name  can categorically confirm what the Motive was for #JoeBiden?????? B/c he said so?!?! THIS is a failure of ALL Mainstream-Media. And if you ALL dont call it out  you are JUST as guilty. #CNN #NYTIMES #MSM #NewsFail #CBS #ABC #NBC #FOX #WSJ,2.0,2.0,Colorado,CO,biden_csv,,,
" 3d Printed Mechanism Pence Over Flies Inspired by   I made this creation. I hope you like it. For more complete of this project  visit: https://t.co/s3zEfuIfpd It is free to download. #3dprinting #diy4pro #electronic #mechanism #JoeBiden #JoeBidenKamalaHarris2020 https://t.co/7WNAkKjWQT",1.0,0.0,California,CA,biden_csv,,,
It appears that is just as corrupt as #biden .,0.0,0.0,Louisiana,LA,biden_csv,,,
" should drop out of the race because of his lies about and connection to his son’s corruption and crimes. Democrats have literally done what they accused Trump of and much worse. The people are sick of endless investigations  we want justice!#HunterBidenEmails #JoeBiden https://t.co/wyrheoaKPA",1.0,0.0,Minnesota,MN,biden_csv,,,
" I wonder who is voting for? -said no one ever #TwitterCensorship #HunterBiden #Biden #NewYorkPost #Trump",1.0,1.0,California,CA,biden_csv,,,
" Ppl are scared of you and #JoeBiden! #KamalaHarris #AmyConeyBarrett #AmyConeyBarrettSCOTUS",0.0,0.0,Indiana,IN,biden_csv,,,
Kerry Family Cuts Ties With Biden Family Over Corrupt Ukraine Dealings (Aug 2019) https://t.co/2fDRMEqApk #HunterBiden #Burisma #JoeBiden #DemocratsAreDestroyingAmerica #DemocratCensorship Twitter and Facebook,0.0,0.0,California,CA,biden_csv,,,
this #bonehead #Biden is silent now on #courtpacking stance  but in 1983 he called it a bonehead idea. #LiberalismIsAMentalDisorder #Democrat Dopes! https://t.co/B1UT2OwPoz,2.0,1.0,Illinois,IL,biden_csv,,,
"#Biden necesita ganar Michigan para proclamarse presidente de #EEUU https://t.co/adXpVwicis",0.0,0.0,District of Columbia,DC,biden_csv,,,
Good question from #TuckerCarlsonTonight Did #JoeBiden take any money for himself or for interests that benefit him in Burisma matter? He went on to say its a reasonable question because Biden has been in office 47 years &amp; somehow amassed quite a fortune #JoeBidenIsCorrupt,1.0,0.0,Arizona,AZ,biden_csv,,,
Joe / Hunter Biden corruption #NewYorkPost #Biden #HunterBiden #HunterBidenEmails #JoeBiden https://t.co/GxaKvflRxz,1.0,0.0,Indiana,IN,biden_csv,,,
Reading the #WashingtonPost defense of is the funniest thing I have seen in 50 years #JoeBiden bragging about pressuring #Ukraine in front of a crowd while on TV  That was all just a dream-NEVER happened! #LiberalismIsAMentalDisorder #VoteRedToSaveAmerica,2.0,1.0,Ohio,OH,biden_csv,,,
Check Your Ballot Unisex Heavy Cotton Tee https://t.co/uKYM9KZ5j6 #halloween #election #icecube #vote #comic #halloween4ever #Biden #Trump,0.0,0.0,New Jersey,NJ,biden_csv,,,
" Apparently Hunter Biden facilitated communications between then VP #JoeBiden and Vadym Pozharskyi.",0.0,0.0,California,CA,biden_csv,,,
" Put every device in your house tuned into #JoeBiden Phones and ipads on streaming  televisions on the broadcast",0.0,0.0,Pennsylvania,PA,biden_csv,,,
"#HunterBiden #HyderabadRain #HunterLaptop #DonaldTrump #JoeBiden https://t.co/hADwqLNCeA",0.0,0.0,Pennsylvania,PA,biden_csv,,,
I’ll be watching Biden for sure!#Biden #BidenCares https://t.co/gmu7JwPDI3,0.0,0.0,Indiana,IN,biden_csv,,,
Bidens Burisma problem will not go away (March 2020) https://t.co/2YyYgax1UJ #JoeBiden #Ukraine #MittRomneysBurismaTies #HunterBiden Twitter and Facebook,1.0,0.0,California,CA,biden_csv,,,
MULTI CHAMPION PRESIDENT #Trump2020 #MAGA #Biden #HunterBiden,2.0,1.0,Michigan,MI,biden_csv,,,
Scientific journal Nature endorses Biden #Biden,0.0,0.0,Florida,FL,biden_csv,,,
" Let’s watch the stability of #Biden on Town Hall. Don’t give Trump the ratings. I have voted already and will be watching. Join me. Pass it on. #vote",0.0,0.0,California,CA,biden_csv,,,
" He wants us to vote for him  but after that? Well...it is what it is. Herd mentality... yada yada yada. Sorry  #MafiaDon. I voted for #JoeBiden.",1.0,0.0,Idaho,ID,biden_csv,,,
BAM! #VOTE #KHIVE #Kamala #Biden https://t.co/ePN9Yk4Rbv,1.0,0.0,Wisconsin,WI,biden_csv,,,
Strong reasons. Overwhelming reasons. To vote. To vote for #JoeBiden. https://t.co/amGBTGuiG7,6.0,1.0,District of Columbia,DC,biden_csv,,,
" Not all of them.#HunterBiden was the head of the World Food Program that just received the Nobel Peace Prize. While trump’s sons were slaughtering endangered species and stealing from charities  #JoeBiden’s son works to feed the hungry. https://t.co/pVhHs1IMdz",0.0,0.0,New York,NY,biden_csv,,,
Run to the Polls Unisex Jersey Short Sleeve Tee https://t.co/KcAfDGrYAb #halloween #Biden #Trump #election2020 #America #comic #icecube #horrormovies,0.0,0.0,New Jersey,NJ,biden_csv,,,
" Lol at the #Biden campaign. The informal part is the problematic part. ",0.0,0.0,Tennessee,TN,biden_csv,,,
" Jack the whole world knows why #Twitter and #Facebook censored the #NYPost article about #JoeBiden and #HunterBiden and why you both are locking accounts that retweeted said articles..and it has nothing to do with your Orwellian explanation..dont worry #Democrats have your back. https://t.co/UHw0nf3522",3.0,1.0,Nevada,NV,biden_csv,,,
"#HunterBiden Its a damn shame theres video of Joe Biden bragging about getting the prosecutor fired and telling them if they didnt they wouldnt get the money.. well son of a bitch he was fired. -Joe Biden #JoeBiden #Ukraine #Burisma #CNN #FoxNews #MSNBC",4.0,3.0,Colorado,CO,biden_csv,,,
If I was Joe Biden  and I knew how guilty and fragile my one remaining son was  I would NOT have run for president of the US. How power hungry would you have to be to do this to your child? It appears Joe is also guilty. #JoeBiden #BidenTownHall #BidenHarris2020 #BidenINC,1.0,0.0,District of Columbia,DC,biden_csv,,,
" Praise Be! Come on Kentucky! I believe in you! ️ #BidenHarris #JoeBiden #VoteBlueDownBallot",1.0,0.0,California,CA,biden_csv,,,
I literally cannot post the link. Please Google New York Post Biden e-mails #NYPost #Biden #emails #TwitterCensorship Please let me know if this story is untrue. This is really bad that you cant even post the link. https://t.co/k22IZ6DCkX,0.0,0.0,New Jersey,NJ,biden_csv,,,
"#politics Video links to ELECTION 2020 #BidenvsTrump #DonaldTrump #election2020 #JoeBiden #TrumpvsBiden https://t.co/gKQ2H2RFvF",0.0,0.0,North Carolina,NC,biden_csv,,,
If we actually had journalists in this country they would be waiting outside Joe Bidens house like they were in Richard Jewell. He must answer for his corruption. This is unacceptable for a presidential candidate who has denied any such corruption. #JoeBiden #QuidProJoe #coward,6.0,4.0,Wisconsin,WI,biden_csv,,,
A nice evening at the #Bidens tonight. https://t.co/sYBwJS0XeI,0.0,0.0,New Jersey,NJ,biden_csv,,,
I saw eating a Blizzard on his Instagram so I went to to get a blizzard #JoeBiden #NationalDessertDay #ontuesdayvoteblue #votethemeangirlout https://t.co/k2IucAjWE7,1.0,0.0,Massachusetts,MA,biden_csv,,,
End #BigTech# #Monopolies #RegulateSiliconValley #RegulateBigTech #Google #Twitter #Facebook End #Censorship of #Conservatives End #AntiTrust #Exemption #RedChina Owns #SiliconValley #RedChina Owns #Biden #HunterBidenChinaPayoff #BillionAndHalf #BidenFamilyCorruption https://t.co/LDdLbZq2dG,0.0,0.0,California,CA,biden_csv,,,
Please search for: Sympathy For The Liberal. Get the whole set (1 through 8). What is the Nature of their Game? #Trump #Biden #Election #Politics,0.0,0.0,Florida,FL,biden_csv,,,
Remember when publicly announced she would step aside so #Biden could select a woman of color for his VP? #obama gained a lot of support to became our 1st black president. Luckily  #KamalaHarris has #blm and #AffirmativeAction. #25thAmendment,0.0,0.0,Texas,TX,biden_csv,,,
Joe Bidens campaign DENIES he met Hunters Ukrainian business partner https://t.co/YqrDq5dyIF via / #CNN #FoxNews #MSNBC #JoeBiden #HunterBiden,2.0,3.0,Colorado,CO,biden_csv,,,
Watch the #Pravda press go into full damage control saying that #Biden never pushed out the prosecutor and he was never investigating Burisma! Only problem is that the prosecutor sd he WAS  and was in the process of questioning #HunterBiden. I hear many more bombshells coming!,1.0,0.0,Florida,FL,biden_csv,,,
The latest political polls https://t.co/Spjk2mPnm8 Have #JoeBiden Winning. See 538 site for polls.,0.0,0.0,New Jersey,NJ,biden_csv,,,
"https://t.co/LnFbTP1Y4R Time to revisit this juicy report: #joebiden #bidenharris #biden #hunterbiden #ukraine #burisma #bidenukraine #ukrainegate #bigtech #censorship #tds #walkaway ",2.0,1.0,Washington,WA,biden_csv,,,
Tell me how you can support #JoeBiden ???? https://t.co/MLgojcJjIU,0.0,0.0,Ohio,OH,biden_csv,,,
"Crazy how as soon as people get the burning again about #Extortion17 and #Benghazi all of a sudden there is a MSM source that drops the Hunter Biden story please remember to multitask this one #Patriots  #JoeBiden is the fall guy  keep your on the real prize ",5.0,3.0,Texas,TX,biden_csv,,,
Can’t wait to rejoin my former colleagues and students from for a virtual chat about this dull  boring  predictable #Campaign2020! #Trump #Biden and What could go wrong? Please join us 10/23 at noon PT https://t.co/d3yVcAwivX,7.0,3.0,North Dakota,ND,biden_csv,,,
If unreliable is the issue  why did social media never block anti-Trump stories? https://t.co/9AnFy7pMio #Wednesday #thursdaymorning #maddow #CNN #ThursdayThoughts #MSNBC #Burisma #BurismaGate #BurismaBiden #Biden #BidenHarris #HunterBidenEmails,2.0,1.0,New York,NY,biden_csv,,,
" #facts #MAGA2020 #Trump2020 #HunterBiden #JoeBiden",1.0,0.0,New York,NY,biden_csv,,,
The Plundering of Ukraine by Corrupt American Democrats (Oct 2019) https://t.co/w7F20zWZP9 #HunterBiden #JoeBiden #JohnKerry Clintonite Democrats #TheBidenFive Burisma Gas #MediaFailure Twitter and Facebook U.S. Foreign Aid #TaxPayers,0.0,0.0,California,CA,biden_csv,,,
" says screwed up by blocking article Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad &amp; locking accts that shared the link. Gee  you dont say? #JoeBiden #HunterBiden #BurismaGate #Election2020 https://t.co/He6tzmOYZy",0.0,0.0,Missouri,MO,biden_csv,,,
Encuesta: #Biden supera por más de 8 puntos a #Trump en Michigan y Wisconsin. https://t.co/Lx3cVd7Hbh,0.0,0.0,District of Columbia,DC,biden_csv,,,
I watch MSNBC a lot. Lately I’ve been watching it daily. But with NBC agreeing to a competing Trump town hall after #JoeBiden announces one on CBS  I’m torn. Should I #BoycottMSNBC? Why or why not? #maddow #allinwithchris #lawrence #MorningJoe,0.0,0.0,Massachusetts,MA,biden_csv,,,
"#ACA #JoeBiden #healthcare #PlanYourVote #TrumpHasNoPlan #GOP #partyofNO #VoteJoe #JoeBiden #BidenHarris https://t.co/iRrno3tFeC",2.0,1.0,Texas,TX,biden_csv,,,
" is a empty suit for a Socialist Party #Trump2020 #JoeBiden #Biden2020 #VoteBiden #LatinosForTrump #TRUMP2020ToSaveAmerica https://t.co/fjMOlZnwax",0.0,0.0,Missouri,MO,biden_csv,,,
" This is #JoeBiden’s America https://t.co/Hv84SmOW4h",0.0,0.0,Ohio,OH,biden_csv,,,
"#HunterBidenEmails #HunterBiden #JoeBiden https://t.co/4V3EwzAZ6s",1.0,1.0,Colorado,CO,biden_csv,,,
Here’s 1 for ya #JoeBiden #goatvp #goatpresident #BidenHarris2020Landslide #BidenHarris #biden https://t.co/QMuNZOLa0a,0.0,0.0,Ohio,OH,biden_csv,,,
" If #Biden wins will step in &amp; likely before the inauguration if they can swing it. The #AmericanPeople deserve to know who &amp; what theyre voting for!! #Trump2020LandslideVictory",2.0,0.0,California,CA,biden_csv,,,
"¿QUIÉN GANARÁ LAS ELECCIONES DE ESTADOS UNIDOS? KATIUSKA ROMERO- Astróloga y Clarividente https://t.co/ZZTZihQkKY via #Trump or #Biden ",0.0,0.0,Florida,FL,biden_csv,,,
" #JoeBiden needs to go to jail.",0.0,0.0,South Carolina,SC,biden_csv,,,
"#Wisconsin podría ser el punto de inflexión en la carrera entre #Trump y #Biden https://t.co/WFf8A1hAn7",0.0,0.0,District of Columbia,DC,biden_csv,,,
" Hallelujah! 20 days until we see the dark &amp; evil depart and the light of Biden to lead the way #Biden #VoteBlueToEndThisNightmare #DumpTrump2020 https://t.co/TyCU7RlkiE",0.0,0.0,Alabama,AL,biden_csv,,,
Dear #Hunter   thank you for inviting me to DC and giving an opportunity to meet your father and spent [sic] some time together. #UkraineGate is real  #JoeBiden and #HunterBiden should be prosecuted for #AbuseOfPower . https://t.co/R9vuywFtom,3.0,2.0,Texas,TX,biden_csv,,,
"#JoeBiden https://t.co/GelMowfMRI",0.0,0.0,Texas,TX,biden_csv,,,
The question: is #biden actually winning? Beware of #trumpocrats https://t.co/Kny7dUlRzH,0.0,0.0,Pennsylvania,PA,biden_csv,,,
"#JoeBiden its a better choice https://t.co/KF0uZzlA0l",0.0,0.0,Arizona,AZ,biden_csv,,,
"#JoeBiden #HunterBiden #HunterBidenEmails #HunterBidensCrackpipe FUNNYpicsNETWORK (#7) GOOD CRACK HUNTER https://t.co/BnYBSJfYAn",0.0,0.0,New York,NY,biden_csv,,,
I’m glad people want to #BoycottNBC #BoycottNBCTownHall #BoycottMSNBC Why would they do this when Trump cancelled. Why give Trump his own show the same night as #JoeBiden’s. I don’t get it. https://t.co/m3l0roUbf1,0.0,0.0,Florida,FL,biden_csv,,,
" There is an old saying in politics called Big MO for Momentum. Right now the MO is with #JoeBiden",13.0,3.0,Missouri,MO,biden_csv,,,
"#biden #HunterBiden #GUILTY https://t.co/TNSVc5ji6A",0.0,0.0,Texas,TX,biden_csv,,,
Inside the life of Hunter Biden  Joe Bidens scandal-plagued son https://t.co/jHqnkkTnv5 via #Biden #Dems #voteBidenOut #VoteHimOut2020,0.0,0.0,Washington,WA,biden_csv,,,
"WATCH: #JoeBiden Claims There’s ‘Nothing Special About Being An American’ #ElectionDay #BidenCares #BidenHarrisToSaveAmerica #AmericaFirst #VoteBidenHarris? https://t.co/5cp3Hxjrbj via ",3.0,0.0,Georgia,GA,biden_csv,,,
" #JoeBiden or #realDonaldTrump will win next month’s election. If #CharlieBaker can’t tell the difference  we Massachusetts voters had better keep that in mind if he wants to run for another office.",0.0,0.0,Massachusetts,MA,biden_csv,,,
" Is he high again? Burmisia. What is that? Apparently trump can’t refute any of #JoeBiden plans so he goes after Hunter (not running for office) Hillary emails (not running for office) and Obama (not running for office). So what is trumps campaign strategy  2016?",2.0,1.0,Florida,FL,biden_csv,,,
How bad has today been for #Democrats ? broke the #HunterBiden bombshell #JoeBiden went into hiding #ACB will be confirmed to #SCOTUS #IceCube is #MAGA &amp; applied #censorship Witch resulted in the #StreisandEffect x100 #Trump had another YUGE rally https://t.co/DpK4Hc4wfJ,6.0,3.0,Florida,FL,biden_csv,,,
"Just tried to Tweet #BIDEN story just now from got this message: We cant complete this request because this link has been identified by Twitter or our partners as being potentially harmful. Visit our Help Center to learn more. #TwitterCensorship ",0.0,0.0,Ohio,OH,biden_csv,,,
Feel free to jump in #Republicans everywhere ! #JoeBiden is not THE enemy #TrumpCovid19 is https://t.co/nbJu6AO713,0.0,0.0,Louisiana,LA,biden_csv,,,
" Did you see this  freaking Burt Bacharach going to sing to seniors for #Biden way to go Burt. https://t.co/hHygFKjIGT",1.0,0.0,Wisconsin,WI,biden_csv,,,
You know why whole Hollywood douchebags are supporting for Biden Cuz they want privilege to make money in China. And pay no tax!!!!! #Hollywood #JoeBiden #PresidentTrump,0.0,0.0,Washington,WA,biden_csv,,,
He may even be persuading the military to protect and monitor voting at polling stations on election day and may have gained support from same military to guarantee he will remain in office even if #JoeBiden scores a decisive victory. Trump cares not how he stays in power.,1.0,0.0,Pennsylvania,PA,biden_csv,,,
"#HunterBiden is a crook. #JoeBiden is going to jail...weird how the corrupt is not who you think it is.",1.0,0.0,South Carolina,SC,biden_csv,,,
what is this special privilege #JoeBiden has? He can -- at any time -- tell the complicit media hes not answering any questions? Really? Is there any integrity left in the big media? Can you imagine if werent as available as he is? https://t.co/NMSf6FyzGG,169.0,75.0,Texas,TX,biden_csv,,,
They can try to shut down the #HunterBiden story and #JoeBiden all day but the American people are smart! It just proves you are trying to hide it. We have and last but not least the great to keep us informed!!#Trump2020,1.0,0.0,Alabama,AL,biden_csv,,,
" #VOTE #BidenHarris2020 #VoteBidenHarris2020 #JoeBiden #VoteBlueDownBallot https://t.co/L6miuP99li",0.0,0.0,New York,NY,biden_csv,,,
Wow. Will #Twitter delete my retweet? #BigTechCensorship #HunterBiden #JoeBiden #HunterBidenEmails #TwitterCensorship #NYPost #TuckerCarlson https://t.co/AHPoormsYm,3.0,1.0,Colorado,CO,biden_csv,,,
"#inners If #JoeBiden makes an ad from event where he asked seniors when was last time they hugged their grandchildren &amp; his gratitude for at least being able to see his (after they come thru the woods to grandpas house no less) its a #COVID19 K.O. Lights out. Game over.",0.0,0.0,Texas,TX,biden_csv,,,
" Because knows they will destroy ABC in the ratings   they know even all you #Trump haters will watch his town hall over #Biden as much as you hate him   you’ll watch it!",0.0,0.0,New Jersey,NJ,biden_csv,,,
It certainly did  does and will! #BidenGate - #Censorship - #Facebook &amp; #Twitter - #HunterBidenEmails - #HunterBiden &amp; #Biden https://t.co/7CEzWhEBUy,3.0,2.0,Texas,TX,biden_csv,,,
Yes the media is indeed asking Joe Biden questions you would ask a child and he still gives nonsense answers. #biden #Trump2020 #HunterBiden #SleepyJoe #DementiaJoe https://t.co/im8n4S2MZp,0.0,0.0,Kentucky,KY,biden_csv,,,
Do not watch during the Thursday night Town Hall for Joe #Biden. The fact that NBC has scheduled it in the same timeslot when Trump is the one who would not debate remotely is unconscionable. #BidenHarris2020 https://t.co/1N0kvaquKO,0.0,0.0,Florida,FL,biden_csv,,,
Salute these Americans who want their voices heard despite #GOP #VoterSuppression and make a historical difference by saving Democracy by voting for #JoeBiden THE REAL PATRIOTS #VoteHimOut2020 #VoteBlueDownBallot #RejectRacism #rejectFacism https://t.co/XGu3c5YCAd,0.0,0.0,California,CA,biden_csv,,,
" Are they on #Bidens payroll?",0.0,0.0,Ohio,OH,biden_csv,,,
Cocaine-laced cigarettes  crack  and vodka binges: Hunter Biden details his drug and alcohol abuse #JoeBiden shouldn’t have run for Presidency he should have put his family first.JFC this is disgusting https://t.co/e5a1G5DeiD,2.0,0.0,Texas,TX,biden_csv,,,
"#censorship #JoeBiden #Election2020 #HunterBiden https://t.co/j4z0viBbKJ",1.0,0.0,Pennsylvania,PA,biden_csv,,,
" Good grief! Youve got to be kidding...right? #HidenBiden is playing your game of playing it safe. That isnt leadership or change. #JoeBiden needs to quietly retire. Hes an embarrassment! #Jomentia for sure! ",0.0,1.0,New York,NY,biden_csv,,,
Joe Biden - We already have a N*gger Mayor  we dont need anymore N*gger Big shots With 47 years in politics  this is the person Democrats say will fix racism in America. Twitter deleted the last video. Why? #JoeBiden #KamalaHarris #JoeBidenIsARacist #BlackLivesMatter #Antifa https://t.co/7YluwPL7zo,212.0,238.0,Florida,FL,biden_csv,,,
" Im sure that gave #JoeBiden a chuckle. Are you havin a laff? Is he havin a laff?",7.0,2.0,Florida,FL,biden_csv,,,
"#Biden crooked as they come #VoteRedToSaveAmerica https://t.co/e4Atg4sGCR",0.0,0.0,Florida,FL,biden_csv,,,
Let’s put a proverbial dagger in the heart of the devil himself #VOTE #VoteHimOut2020 #VoteBiden #VoteBlueToEndThisNightmare #JoeWillLeadUs #VoteBidenHarris #JoeBiden #KamalaHarris https://t.co/sQ9KCOOrcM,0.0,0.0,Wisconsin,WI,biden_csv,,,
This Joe Biden story was probably leaked by Democrats (because we know Republicans have no friends at the FBI). The reason? To get Joe off the ticket and give it to Kamala. #JoeBiden #MAGA,3.0,0.0,California,CA,biden_csv,,,
" Ill be voting #BidenHarrisToSaveAmerica #Biden on 10/24 you are doing a fantastic job. Keep the faith! https://t.co/I8WMX9dYq8",5.0,1.0,Florida,FL,biden_csv,,,
How many times did #Biden run for #POTUS Answer is 3  its a shame that people used to be smarter than today and voted down his ass. #CorruptJoeBiden #HunterBiden Wake up  he is just as corrupt if not more than Trump and a 40 year politician  we dont need more politicians,1.0,0.0,Arkansas,AR,biden_csv,,,
. Your network is sick for scheduling #Trump’s Town hall during #Biden’s slot on ABC after Trump turned down a remote debate which even Nixon did with Kennedy! You are rewarding Trump.,0.0,0.0,Florida,FL,biden_csv,,,
Right Now on NightSide - Sen. Hirono (D. HI) asks bizarre sex questions of #JudgeAmyBarrett - LATER - Hunter #Bidens #Laptop explodes on the pages of the #NYPost 10 - WBZ 1030 AM - 617-254-1030 or 888-929-1030,1.0,0.0,Massachusetts,MA,biden_csv,,,
Reasons to Vote for Joe! https://t.co/PMSH7Rxztz #biden2020 #joebiden #biden #vote https://t.co/PMSH7Rxztz,1.0,0.0,Indiana,IN,biden_csv,,,
" Are you going to address the bombshell that exposed the #Biden family lying #Democrats for what the truly are? #CORRUPT https://t.co/y5UK7znPpG",0.0,0.0,Connecticut,CT,biden_csv,,,
" But....#TaraReade has been silenced and it’s okay for #Biden. What a #ShitShow",0.0,1.0,New York,NY,biden_csv,,,
Inside Joe #Biden’s ‘House Divided’: Who Really Owns the House https://t.co/TuvKmeY2IU via https://t.co/9Je7PMCALs,0.0,3.0,District of Columbia,DC,biden_csv,,,
A win by Joe #Biden in November’s #presidential #election will likely translate to changes in federal strategies on #trade  #regulation and its commitment to protect seasonal #produce growers in the U.S. Southeast. Story https://t.co/0irDKCzK99 https://t.co/qWSkxAPbYP,0.0,0.0,Kansas,KS,biden_csv,,,
" #TuckerCarlson #Biden #BLM #Biden2020 #AOC #LatinosForTrump #SleepyJoe",0.0,0.0,Pennsylvania,PA,biden_csv,,,
" who’s the dog face pony soldier now ? #WheresHunter #JoeBiden ",0.0,0.0,Ohio,OH,biden_csv,,,
Frontline’s look at the rise of #Trump and #Biden is on now and fascinating. #PBS,0.0,0.0,District of Columbia,DC,biden_csv,,,
"#censorship #JoeBiden #Election2020 #HunterBiden https://t.co/4465awhKMX",0.0,0.0,Pennsylvania,PA,biden_csv,,,
By the way  there are a ton of videos of #JoeBiden using the term sexual preference Ruth Bader Ginsburg is on video using same term An LGBTQ magazine used term 3 weeks ago The idiot Senator today chastised Amy Coney Barrett as a homophobe by using the same term,0.0,0.0,Arizona,AZ,biden_csv,,,
I did understood why #Biden was bragging about making that threat to begin with. https://t.co/fy0nYN7qYK,0.0,0.0,Florida,FL,biden_csv,,,
If you are interested in being a #PollWatcher on Election Day  please use the #VoterProtection Volunteer Sign-Up Form below. The #Biden Campaign is hosting the training that will take place once you complete this form. #Election2020 #VoterSuppression https://t.co/f33s2mBK6X,0.0,0.0,Florida,FL,biden_csv,,,
"#HunterBiden #HunterBidenRussiaCollusion #HunterBidenChinaPayoff #BillionAndHalf #RedChina Owns #Biden #Burisma #Ukraine #Corruption #BurismaBribedBiden #HunterBidenRussiaCollusion #RegulateSiliconValley #Google #Facebook #Twitter #RegulateBigTech End #AntiTrust #Exemption https://t.co/1skVakWCV6",0.0,0.0,California,CA,biden_csv,,,
LOL just discovered this thread and it’s incredible. #Bidementia #Biden https://t.co/mxtEUYuRJH,0.0,0.0,District of Columbia,DC,biden_csv,,,
The LAME excuses provided by fall on deaf ears. They know nothing was hacked Computer was abandoned &amp; not protected This is a blatant LIE to cover up their blatant attempt to protect #JoeBiden &amp; outrageous #ElectionInterference by covering up relevant info https://t.co/8U7qxSTVsz,0.0,0.0,Montana,MT,biden_csv,,,
"#HunterBiden #HunterBidenEmails Why is the press covering up the facts. He used his daddies influence to get rich and despite that Joe #Biden denies it the paper trail shows otherwise. #Hunter is a pos and his daddy helped him get rich.",0.0,0.0,Arkansas,AR,biden_csv,,,
"#Twitter #Facebook #Biden is gone  this is the #USA not #Russia",0.0,0.0,Texas,TX,biden_csv,,,
Early voted for today and can’t wait to see him as our President come November 3rd. Please vote for #Biden &amp; to help end this nightmare. #JoeWillLeadUs #VoteBidenHarris #VoteToEndThisNightmare #Vote #VoteBiden,0.0,0.0,Texas,TX,biden_csv,,,
The Russian collusion crowd is quiet. #trump2020 #biden,0.0,0.0,California,CA,biden_csv,,,
Presidential debate: #Trump’s insult to #Biden family is disgusting https://t.co/Dw72MA1GD2 #Election2020 https://t.co/mie5keGzkC,0.0,0.0,Colorado,CO,biden_csv,,,
Love your leftist bias #Twitter. Its possible the info on #Biden is false  but also as likely possibly true. Where you showed gross bias was locking out accounts as per your hacked material policy. This information was received from a discarded hard drive  thats not hacking.,3.0,1.0,Texas,TX,biden_csv,,,
The REAL #JoeBiden https://t.co/TTdnvKfy2z,1.0,1.0,New Jersey,NJ,biden_csv,,,
"   what is your opinion of #TaraReade allegations now? Is #Biden still against busing or is ability to time travel (Nobel prize in Physics coming) found and all wrongs have been righted?",0.0,0.0,New York,NY,biden_csv,,,
Heres Malcolm Xs actual words for all the people using him against Crazy how relevant this is still today! #IceCube #CWBA #malcolmx #trump #biden https://t.co/x810HStRlR,2.0,1.0,Texas,TX,biden_csv,,,
In all fairness to #Biden he may not even remember his meeting with #Burisma exec https://t.co/atd9KGinnd,2.0,1.0,Florida,FL,biden_csv,,,
"#VoteBlueDownBallot #vote #COVID19 #trump #biden https://t.co/MAuQHpsIC7",0.0,0.0,California,CA,biden_csv,,,
